Series ID,year,period,label,value
LNS14000008,2017,M10,2017 Oct,6.7
LNS14000008,2017,M11,2017 Nov,6.6
LNS14000008,2017,M12,2017 Dec,6.1
LNS14000008,2018,M01,2018 Jan,6.9
LNS14000008,2018,M02,2018 Feb,6.6
LNS14000008,2018,M03,2018 Mar,6.8
LNS14000008,2018,M04,2018 Apr,5.8
LNS14000008,2018,M05,2018 May,4.8
LNS14000008,2018,M06,2018 Jun,5.8
LNS14000008,2018,M07,2018 Jul,6.4
LNS14000008,2018,M08,2018 Aug,6.2
LNS14000008,2018,M09,2018 Sep,5.8
LNS14000008,2018,M10,2018 Oct,5.5
LNS14000008,2018,M11,2018 Nov,5.6
LNS14000008,2018,M12,2018 Dec,6.1
LNS14000008,2019,M01,2019 Jan,6
LNS14000008,2019,M02,2019 Feb,6.1
LNS14000008,2019,M03,2019 Mar,5.8
LNS14000008,2019,M04,2019 Apr,5.9
LNS14000008,2019,M05,2019 May,5.6
LNS14000008,2019,M06,2019 Jun,5.9
LNS14000008,2019,M07,2019 Jul,5.7
LNS14000008,2019,M08,2019 Aug,4.7
LNS14000008,2019,M09,2019 Sep,5.2
LNS14000008,2019,M10,2019 Oct,5.3
LNS14000008,2019,M11,2019 Nov,5.4
LNS14000008,2019,M12,2019 Dec,5.5
LNS14000008,2020,M01,2020 Jan,5.8
LNS14000008,2020,M02,2020 Feb,5.3
LNS14000008,2020,M03,2020 Mar,5.9
LNS14000008Q,2010,Q01,2010 Qtr1,13.6
LNS14000008Q,2010,Q02,2010 Qtr2,13.6
LNS14000008Q,2010,Q03,2010 Qtr3,13.9
LNS14000008Q,2010,Q04,2010 Qtr4,14.1
LNS14000008Q,2011,Q01,2011 Qtr1,13.7
LNS14000008Q,2011,Q02,2011 Qtr2,14.5
LNS14000008Q,2011,Q03,2011 Qtr3,14.5
LNS14000008Q,2011,Q04,2011 Qtr4,13.7
LNS14000008Q,2012,Q01,2012 Qtr1,13.1
LNS14000008Q,2012,Q02,2012 Qtr2,12.6
LNS14000008Q,2012,Q03,2012 Qtr3,12.5
LNS14000008Q,2012,Q04,2012 Qtr4,12.9
LNS14000008Q,2013,Q01,2013 Qtr1,13.1
LNS14000008Q,2013,Q02,2013 Qtr2,12.6
LNS14000008Q,2013,Q03,2013 Qtr3,11.2
LNS14000008Q,2013,Q04,2013 Qtr4,11.6
LNS14000008Q,2014,Q01,2014 Qtr1,10.9
LNS14000008Q,2014,Q02,2014 Qtr2,10.6
LNS14000008Q,2014,Q03,2014 Qtr3,10.8
LNS14000008Q,2014,Q04,2014 Qtr4,9.9
LNS14000008Q,2015,Q01,2015 Qtr1,9.2
LNS14000008Q,2015,Q02,2015 Qtr2,9.3
LNS14000008Q,2015,Q03,2015 Qtr3,8.9
LNS14000008Q,2015,Q04,2015 Qtr4,8.3
LNS14000008Q,2016,Q01,2016 Qtr1,8.3
LNS14000008Q,2016,Q02,2016 Qtr2,7.9
LNS14000008Q,2016,Q03,2016 Qtr3,7.8
LNS14000008Q,2016,Q04,2016 Qtr4,7.5
LNS14000008Q,2017,Q01,2017 Qtr1,7.2
LNS14000008Q,2017,Q02,2017 Qtr2,7.4
LNS14000008Q,2017,Q03,2017 Qtr3,6.8
LNS14000008Q,2017,Q04,2017 Qtr4,6.4
LNS14000008Q,2018,Q01,2018 Qtr1,6.8
LNS14000008Q,2018,Q02,2018 Qtr2,5.5
LNS14000008Q,2018,Q03,2018 Qtr3,6.1
LNS14000008Q,2018,Q04,2018 Qtr4,5.8
LNS14000008Q,2019,Q01,2019 Qtr1,6
LNS14000008Q,2019,Q02,2019 Qtr2,5.8
LNS14000008Q,2019,Q03,2019 Qtr3,5.2
LNS14000008Q,2019,Q04,2019 Qtr4,5.4
LNS14000008Q,2020,Q01,2020 Qtr1,5.7
LNS14000009Q,2010,Q01,2010 Qtr1,12.8
LNS14000009Q,2010,Q02,2010 Qtr2,12.3
LNS14000009Q,2010,Q03,2010 Qtr3,12.2
LNS14000009Q,2010,Q04,2010 Qtr4,12.7
LNS14000009Q,2011,Q01,2011 Qtr1,11.9
LNS14000009Q,2011,Q02,2011 Qtr2,11.7
LNS14000009Q,2011,Q03,2011 Qtr3,11.2
LNS14000009Q,2011,Q04,2011 Qtr4,11.2
LNS14000009Q,2012,Q01,2012 Qtr1,10.7
LNS14000009Q,2012,Q02,2012 Qtr2,10.7
LNS14000009Q,2012,Q03,2012 Qtr3,10
LNS14000009Q,2012,Q04,2012 Qtr4,9.8
LNS14000009Q,2013,Q01,2013 Qtr1,9.6
LNS14000009Q,2013,Q02,2013 Qtr2,9
LNS14000009Q,2013,Q03,2013 Qtr3,9.1
LNS14000009Q,2013,Q04,2013 Qtr4,8.7
LNS14000009Q,2014,Q01,2014 Qtr1,8.1
LNS14000009Q,2014,Q02,2014 Qtr2,7.6
LNS14000009Q,2014,Q03,2014 Qtr3,7.3
LNS14000009Q,2014,Q04,2014 Qtr4,6.6
LNS14000009Q,2015,Q01,2015 Qtr1,6.7
LNS14000009Q,2015,Q02,2015 Qtr2,6.8
LNS14000009Q,2015,Q03,2015 Qtr3,6.6
LNS14000009Q,2015,Q04,2015 Qtr4,6.3
LNS14000009Q,2016,Q01,2016 Qtr1,5.6
LNS14000009Q,2016,Q02,2016 Qtr2,5.9
LNS14000009Q,2016,Q03,2016 Qtr3,5.8
LNS14000009Q,2016,Q04,2016 Qtr4,5.8
LNS14000009Q,2017,Q01,2017 Qtr1,5.4
LNS14000009Q,2017,Q02,2017 Qtr2,5
LNS14000009Q,2017,Q03,2017 Qtr3,5.1
LNS14000009Q,2017,Q04,2017 Qtr4,4.9
LNS14000009Q,2018,Q01,2018 Qtr1,5
LNS14000009Q,2018,Q02,2018 Qtr2,4.8
LNS14000009Q,2018,Q03,2018 Qtr3,4.6
LNS14000009Q,2018,Q04,2018 Qtr4,4.4
LNS14000009Q,2019,Q01,2019 Qtr1,4.6
LNS14000009Q,2019,Q02,2019 Qtr2,4.2
LNS14000009Q,2019,Q03,2019 Qtr3,4.2
LNS14000009Q,2019,Q04,2019 Qtr4,4.1
LNS14000009Q,2020,Q01,2020 Qtr1,4.9
